,market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
555,"'retail', 'hospitality'",'mobile app',Publicly,No recent company activity detected,31 Mar 18,5300.0,30.5,"'George Urdea', 'Royce J. Fullerton'",Post,"'b2b', 'subscription'",622,Undisclosed,http://noblypos.com/?ref=startuptrackerio?ref=startuptracker,'Cloud based iPad Point of Sale (EPOS) platform.','Nobly POS',September 17 2011,London UK,https://www.producthunt.com/tech/nobly-pos,879200
556,"'finance', 'insurance'",'other',Publicly,High company activity detected,27 Mar 18,989.0,30.5,'Digital Fineprint',Pre,"'b2b', 'sales'",1100,Undisclosed,https://www.digitalfineprint.com/?ref=startuptracker,'Turning Social Data Into Insurance Data','Digital Fineprint',May 22 2016,London UK,https://www.crunchbase.com/organization/digital-fineprint,4700000
557,"'analytics', 'data', 'ai'",'web app',Publicly,High company activity detected,27 Mar 18,2300.0,1.0,"'Tadas Labudis', 'Yavi'",Post,"'b2b', 'subscription'",241,Undisclosed,https://prodsight.com/?utm_source=startuptracker?ref=startuptracker,"'Track Intercom conversation topic trends and make better product, sales and marketing decisions'",'Prodsight',September 14 2017,Edinburgh UK,https://www.crunchbase.com/organization/prodsight,2000000
558,'health',"'desktop app', 'mobile app', 'web app'",Publicly,No recent company activity detected,26 Mar 18,964.0,75.5,'Health & Parenting',Pre,"'other', 'free to use'",1000,Undisclosed,http://www.health-and-parenting.com?ref=startuptracker,'This Pregnancy+ App is created by Health & Parenting in partnership with Philips.','Health & Parenting',January 1 2012,Guildford UK,https://www.crunchbase.com/organization/health-parenting,4800000
559,"'education', 'startups'","'mobile app', 'web app'",Publicly,High company activity detected,23 Mar 18,14000.0,7.5,"'Ahmed El-Sharkasy', 'ahmed eshra'",Pre,"'b2c', 'b2b', 'free to use', 'freemium'",529,$800k,http://knowledgeofficer.com?ref=startuptracker,'Building personalised and dynamic learning paths that help professionals achieve their career goals.','Knowledge Officer',January 1 2017,London UK,https://crunchbase.com/organization/knowledge-officer,337300
560,"'productivity', 'startups', 'software dev'","'other', 'web app'",Pre,High company activity detected,20 Mar 18,18400.0,1.0,'Sean Wilson',Pre,"'b2b', 'advertising', 'affiliation', 'subscription'",253,Undisclosed,https://www.checkbot.io/?ref=startuptracker,"'Checkbot for Chrome tells you how to boost the SEO, speed & security of your site by letting you test 1,000s of pages in minutes with ease.'",'Checkbot',February 1 2018,Edinburgh UK,https://producthunt.com/posts/checkbot-for-chrome,257800
561,"'analytics', 'biotech', 'iot', 'startups'",'service',Publicly,High company activity detected,16 Mar 18,1900.0,3.0,'Ali',Pre,"'b2c', 'b2b', 'advertising'",1600,Self,http://www.sportswearable.net?ref=startuptracker,"'We share the latest news on the use of wearable technology in sports including product reviews, startups, ideas and trends.'",'Sports Wearable',November 1 2015,Swindon UK,https://www.crunchbase.com/organization/sports-wearable,2500000
562,"'other', 'food and beverages', 'startups', 'software dev'","'mobile app', 'web app'",Publicly,High company activity detected,15 Mar 18,940.0,7.5,'keldster',Post,"'b2b', 'commission', 'subscription'",1100,Undisclosed,https://smarttradeapp.com/?ref=startuptracker,"'Accept card payments, run your business and do your paperwork straight from your smartphone.'",'SmartTrade App',August 14 2014,London UK,https://www.crunchbase.com/organization/smarttrade,4900000
563,"'advertising', 'entertainment', 'events', 'sales'","'other', 'physical goods'",Publicly,Low company activity detected,14 Mar 18,5700.0,2.0,'ukauto',Pre,"'b2c', 'b2b', 'commission'",556,Undisclosed,http://ukauto.fr?ref=startuptracker,"""import voiture d'occasion angleterre, achat vehicule d’Angleterre import rhd,achat voiture angleterre importation voiture d'angleterre""",'ukauto',January 8 2018,London UK,https://www.crunchbase.com/organization/ukauto,827500
564,'insurance',"'mobile app', 'web app'",Publicly,High company activity detected,13 Mar 18,1500.0,30.5,'Andy Yeoman',Post,"'b2b', 'subscription'",1700,Undisclosed,http://concirrus.com/?ref=startuptracker,'Concirrus is the creator of Quest - big data and machine learning software for commercial marine and motor insurers.','Concirrus',January 1 2012,London UK,https://www.crunchbase.com/organization/concirrus,3200000
565,"'e commerce', 'marketing', 'retail', 'events'",'physical goods',Publicly,High company activity detected,12 Mar 18,11400.0,30.5,'Arena Flowers',Pre,"'b2c', 'b2b', 'sales'",38900,Undisclosed,http://www.arenaflowers.com?ref=startuptracker,"'Flowers & gifts, London, UK & Europe'",'Arena Online',July 1 2007,London UK,https://startuptracker.io,416100
566,"'automotive', 'e commerce', 'sharing economy'","'service', 'web app'",Publicly,No recent company activity detected,12 Mar 18,0.0,30.5,,Post,"'other', 'b2c', 'commission', 'sales'",1100,Undisclosed,http://www.carcela.com?ref=startuptracker,'Making it incredibly easy to buy and sell your car in a 21st century world','Carcela',November 1 2016,London UK,https://crunchbase.com/organization/carcela,0
567,"'analytics', 'finance', 'blockchain', 'ai'","'desktop app', 'mobile app', 'web app'",Pre,No recent company activity detected,10 Mar 18,0.0,30.5,'HeapX',Pre,"'b2c', 'commission'",103,Self,https://heapx.io?ref=startuptracker,'A Secure Crypto Trading Exchange for the masses.','HeapX',October 9 2017,London UK,https://crunchbase.com/organization/heapx,0
568,"'hr and recruitment', 'startups', 'ai', 'big data'",'service',Publicly,Sourced by Startup Tracker,9 Mar 18,0.0,7.5,,Pre,"'b2b', 'commission', 'sales'",1100,Self,https://labrecruit.com?ref=startuptracker,'Technology Recruitment Fused with Artificial Intelligence','LabRecruit',August 1 2017,London UK,https://crunchbase.com/organization/labrecruit,0
569,"'e commerce', 'education', 'media', 'social networks'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,No recent company activity detected,7 Mar 18,0.0,30.5,'Rashid Ajami',Pre,"'b2c', 'b2b', 'free to use'",4000,Undisclosed,http://www.campussociety.com?ref=startuptracker,"""All the world's students in one place""",'Campus Society',January 1 2013,London UK,https://www.crunchbase.com/organization/campus-society,0
570,"'other', 'finance', 'startups', 'ai'",'service',Publicly,High company activity detected,6 Mar 18,0.0,4.0,'Peter G. Walsh',Post,"'b2b', 'commission', 'freemium', 'subscription'",2100,$250k,http://www.matchcapital.net?ref=startuptracker,'Match Capital is a marketplace which connects growing businesses and relevant investors together.','Match Capital',July 2 2012,London UK,https://crunchbase.com/organization/match-capital,0
571,"'other', 'accounting and legal', 'software dev'",'service',Publicly,High company activity detected,3 Mar 18,7000.0,2.0,'TheSMSWorks',Pre,"'b2b', 'sales'",104,Self,https://thesmsworks.co.uk/?ref=startuptracker,'A low cost reliable SMS API for developes','TheSMSWorks',November 11 2017,Bristol UK,https://startuptracker.io,670600
572,"'design', 'marketing', 'productivity', 'startups'","'desktop app', 'service', 'web app'",Publicly,No recent company activity detected,2 Mar 18,0.0,4.0,'Patrick Woodhead',Post,"'b2b', 'freemium', 'sales', 'subscription'",1100,Undisclosed,https://www.pilcro.com?ref=startuptracker,'Smart brand management software for G-Suite. Improve your brand clarity with pilcro - your virtual brand champ.','Pilcro',May 1 2017,London UK,https://www.crunchbase.com/organization/pilcro,0
573,"'consulting', 'marketing', 'big data'",'service',Publicly,High company activity detected,28 Feb 18,4000.0,4.0,"'GilesDawe', 'ACS', 'Hyperstarter', 'Gifts & Coupons'",Pre,"'b2b', 'free to use', 'sales', 'subscription'",2100,Undisclosed,http://www.hyperstarter.com?ref=startuptracker,'Hyperstarter is an analytics tool that works with crowdfunding campaigns and gives valuable advice on how to make them successful.','Hyperstarter',March 31 2016,Bristol UK,https://www.crunchbase.com/organization/hyperstarter,1200000
574,"'health', 'productivity', 'hr and recruitment', 'ai'","'mobile app', 'physical goods'",Privately,Low company activity detected,28 Feb 18,1500.0,30.5,,Pre,"'b2c', 'b2b', 'freemium', 'sales', 'subscription'",1100,Undisclosed,http://biobeats.com?ref=startuptracker,'Innovating & creating stress management and wellbeing products that help to transform people’s lives for the better','BioBeats',August 31 2013,London UK,https://www.crunchbase.com/organization/biobeats,3000000
575,"'food and beverages', 'e commerce', 'events'",'mobile app',Publicly,High company activity detected,27 Feb 18,3500.0,30.5,,Pre,"'b2c', 'commission', 'advertising', 'subscription'",1100,$956.7k,https://www.getawriggleon.com/?ref=startuptracker,'A web and app marketplace helping people discover and transact at handpicked local food & drink establishments.','Wriggle',April 30 2014,Bristol UK,https://www.crunchbase.com/organization/wriggle,1300000
576,"'other', 'social networks'",'other',Privately,High company activity detected,27 Feb 18,0.0,1.0,'Blue Revolution',Pre,'other',908,Undisclosed,http://www.bluemedislands.com/?ref=startuptracker,'The Plan is to build A  hexagon float. Floating City with 60 meters to the side. 5 levels / floors. apartments offices .','Blue Med Islands L.T.D',April 23 2015,London UK,https://startuptracker.io,0
577,"'other', 'entertainment'",'mobile app',Privately,No recent company activity detected,25 Feb 18,1000.0,7.5,'JAFA ⚽️📲',Pre,"'b2c', 'free to use'",8500,Undisclosed,https://jafaapp.com?ref=startuptracker,'The digital home for football fans','JAFA',August 17 2016,London UK,https://startuptracker.io,4400000
578,"'other', 'security'",'mobile app',Publicly,No recent company activity detected,25 Feb 18,0.0,7.5,,Pre,"'b2c', 'free to use'",1100,Undisclosed,https://broadstoneapp.com/?ref=startuptracker,"'Find & manage high paying, reliable temporary jobs in the security industry'",'Broadstone',November 30 2017,Manchester UK,https://www.crunchbase.com/organization/broadstone-engage,0
579,"'data', 'fashion', 'iot', 'ai'","'mobile app', 'service', 'web app'",Pre,High company activity detected,23 Feb 18,1500.0,4.0,"'hasna kourda', 'Mehdi Doghri'",Pre,"'b2c', 'b2b', 'free to use', 'commission', 'affiliation', 'freemium', 'subscription'",908,Self,https://www.saveyourwardrobe.com/portfolio/ourvision/?ref=startuptracker,'FashionTech startup mixing AI & IoT to help people manage their wardrobe and buy better','Save your wardrobe',April 30 2016,London UK,https://www.crunchbase.com/organization/save-your-wardrobe,3000000
580,"'marketing', 'sharing economy', 'startups', 'productivity'","'mobile app', 'service'",Publicly,High company activity detected,22 Feb 18,1800.0,3.0,"'Nick', 'Gareth Lewis', 'Tori Donnelly'",Pre,"'b2c', 'b2b', 'commission', 'advertising', 'freemium', 'sales', 'subscription'",1700,Undisclosed,http://www.workclubhq.com?ref=startuptracker,"""London's most affordable network of coworking clubs, perfect for those that need flexible workspace & bookable meeting rooms.""",'WorkClub',September 30 2017,London UK,https://www.crunchbase.com/organization/workclub,2600000
581,"'data', 'design', 'productivity', 'big data'",'web app',Publicly,No recent company activity detected,22 Feb 18,0.0,1.0,"'Manipulist', 'Engiweb Ltd', 'Christian C'",Post,"'b2c', 'advertising', 'freemium'",917,Self,http://www.manipulist.com?ref=startuptracker,'Save hours on your daily web tasks!','Manipulist',September 8 2016,Cardiff UK,https://crunchbase.com/organization/manipulist,0
582,"'advertising', 'food and beverages', 'marketing', 'ai'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,Sourced by Startup Tracker,22 Feb 18,0.0,7.5,,Pre,"'b2c', 'b2b', 'commission', 'affiliation', 'freemium', 'subscription'",1100,Undisclosed,https://stinjee.com?ref=startuptracker,"'Stinjee finds all the best food and drink offers in your area, right now!'",'stinjee',September 29 2015,London UK,https://www.producthunt.com/posts/stinjee?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,0
583,"'health', 'medical'","'hardware', 'mobile app', 'service'",Pre,Sourced by Startup Tracker,22 Feb 18,0.0,1.0,'Patrick Samy',Pre,"'b2c', 'sales', 'subscription'",1100,Self,https://vie.health?ref=startuptracker,'_','Vie',January 10 2017,London UK,https://www.crunchbase.com/organization/vie,0
584,"'marketing', 'messaging', 'sales'",'web app',Publicly,No recent company activity detected,22 Feb 18,10900.0,7.5,'Matt Fenn',Pre,"'b2b', 'subscription'",1300,Undisclosed,https://jumplead.com/?ref=startuptracker,'Jumplead is marketing automation software designed to be lean.','Jumplead Marketing Automation',July 3 2011,Leicester UK,https://www.crunchbase.com/organization/jumplead,435900
585,"'e commerce', 'health', 'medical'","'mobile app', 'web app'",Publicly,High company activity detected,22 Feb 18,0.0,4.0,"'Charlotte', 'Jo Osborne'",Pre,"'b2c', 'b2b', 'free to use', 'commission', 'affiliation'",1100,Undisclosed,http://Skinninja.com?ref=startuptracker,"""Discover what's hiding in your skincare and cosmetics. 17 health concerns, including contact allergens and carcinogens across 800k products.""",'SkinNinja',January 1 2015,London UK,https://www.crunchbase.com/organization/skinninja,0
586,"'other', 'design', 'e commerce', 'software dev'",'web app',Publicly,High company activity detected,22 Feb 18,9300.0,2.0,'Downtime Monkey',Pre,"'b2c', 'b2b', 'freemium'",2700,Self,https://downtimemonkey.com?ref=startuptracker,'Website downtime alerts & monitoring. Email/SMS alerts if a website goes down. 60 websites monitored completely free. Powerful Pro features.','Downtime Monkey',January 3 2017,Edinburgh UK,https://startuptracker.io,510200
587,"'education', 'entertainment', 'media', 'content'","'service', 'web app'",Publicly,Sourced by Startup Tracker,22 Feb 18,8900.0,30.5,"'Mads Holmen', 'Rich Simmonds'",Pre,"'b2b', 'freemium', 'subscription'",1100,Undisclosed,http://bibblio.org?ref=startuptracker,'Bibblio boosts engagement and revenue by suggesting the best content to your users from across your site.','Bibblio',July 1 2014,London UK,https://www.crunchbase.com/organization/bibblio,529400
